Week,Arrest,Aid,Age,Race,Work,Married,Parole,Prior,Education
34,1,1,19,1,0,0,1,3,3
52,0,0,25,1,1,0,0,1,2
52,0,1,30,1,1,0,0,2,3
52,0,1,42,1,1,0,0,1,5
44,1,0,20,1,1,0,1,2,3
52,0,1,23,1,1,0,1,1,4
52,0,0,21,1,0,0,1,3,3
35,1,1,20,1,1,0,0,3,3
30,1,0,17,1,0,0,0,1,4
39,1,1,26,1,0,1,0,5,3
52,0,1,24,1,1,0,1,1,3
52,0,0,37,1,1,1,1,1,3
52,0,0,28,1,1,1,1,1,6
52,0,0,33,1,1,0,1,0,4
19,1,1,22,1,0,0,1,4,3
52,0,0,25,1,1,1,1,2,5
43,1,0,20,0,0,1,0,10,3
52,0,0,20,1,0,0,0,1,4
48,1,1,24,0,1,0,0,4,3
37,1,1,26,0,0,0,0,11,5
20,1,1,26,1,1,0,1,1,4
52,0,0,25,0,1,0,1,1,6
52,0,0,26,1,1,0,1,1,4
36,1,1,23,1,0,0,0,3,3
52,0,1,28,1,0,0,1,4,3
52,0,0,27,1,1,0,1,0,5
52,0,1,23,1,0,0,0,3,4
52,0,0,17,1,0,0,1,7,3
52,0,0,20,0,0,0,1,4,5
52,0,1,20,1,0,0,1,5,3
52,0,1,20,0,0,0,1,9,3
30,1,1,22,1,1,0,1,2,4
52,0,0,31,1,0,0,1,1,3
52,0,0,43,1,1,0,0,1,5
52,0,0,29,1,1,0,0,1,4
52,0,1,21,1,0,0,0,0,4
52,0,0,24,0,1,0,0,2,3
52,0,1,30,1,1,1,0,3,4
52,0,0,22,1,1,0,0,0,5
52,0,1,26,1,1,1,0,1,4
42,1,1,20,1,1,0,0,0,3
52,0,0,23,1,1,0,0,6,4
52,0,0,25,1,1,0,1,5,3
52,0,1,40,1,1,0,1,2,5
52,0,1,30,1,1,1,1,0,3
26,1,0,22,1,0,1,1,2,3
40,1,0,18,1,0,0,1,2,4
52,0,0,18,1,0,0,1,0,2
52,0,0,24,1,1,0,1,2,5
52,0,1,25,1,1,1,1,2,5
35,1,1,19,1,0,0,1,2,3
52,0,0,24,1,1,0,1,2,3
46,1,0,24,1,0,1,1,2,3
52,0,0,18,1,1,0,1,3,5
49,1,1,18,1,1,0,1,0,4
52,0,0,23,1,1,0,0,0,3
52,0,0,20,1,0,0,1,2,3
49,1,1,18,1,1,0,1,1,3
52,0,0,23,1,1,0,1,2,5
52,0,1,20,1,0,0,1,1,3
52,0,0,23,1,0,0,0,5,3
52,0,0,23,1,1,0,1,1,4
52,0,0,23,1,1,1,1,2,3
35,1,0,20,1,1,0,1,4,3
52,0,1,26,1,1,1,0,4,2
52,0,1,30,1,0,0,0,1,3
52,0,1,36,0,1,0,0,4,3
52,0,1,43,1,1,0,0,4,3
27,1,0,20,0,1,0,0,1,3
52,0,1,24,1,1,0,1,1,3
52,0,0,22,1,1,0,0,1,2
52,0,1,20,1,0,1,0,1,3
52,1,0,21,1,0,0,0,0,3
45,1,1,18,1,0,0,0,5,3
4,1,0,18,1,1,0,0,1,4
52,1,0,33,1,1,0,1,2,4
36,1,1,19,1,0,0,1,2,3
52,0,1,21,0,1,0,1,1,5
52,0,1,21,1,0,0,1,1,4
8,1,1,21,1,1,0,1,4,3
15,1,1,22,1,0,0,1,3,4
52,0,0,18,1,0,0,1,3,3
19,1,0,18,1,0,0,0,2,3
52,0,0,24,1,1,0,1,2,4
12,1,1,22,1,1,1,1,2,4
52,0,1,31,0,1,0,1,3,3
52,0,0,20,1,0,0,1,1,4
52,0,1,20,1,1,1,1,1,3
52,0,0,29,1,1,0,1,3,4
52,0,1,24,1,1,0,1,1,4
